#,Peptide,ACP Score,ACP,AFP Score,AFP,AMP Score,AMP,AVP Score,AVP,ACVP Score,ACVP,Hemolysis Threshold,Hemolysis Conc (ug/ml),Hemolysis /Y/N
900,"seq_epochs_()_num_919",0.36,No,0.61,Yes,0.96,Yes,0.73,Yes,0.49,No,20,50.0,Yes
901,"seq_epochs_()_num_920",0.32,No,0.03,No,0.2,No,0.44,No,0.7,Yes,20,50.0,No
902,"seq_epochs_()_num_921",0.99,Yes,0.9,Yes,1.0,Yes,1.0,Yes,0.95,Yes,20,50.0,Yes
903,"seq_epochs_()_num_922",0.99,Yes,0.51,Yes,0.98,Yes,1.0,Yes,0.97,Yes,20,50.0,No
904,"seq_epochs_()_num_923",0.93,Yes,0.51,Yes,0.95,Yes,0.81,Yes,0.99,Yes,20,50.0,Yes
905,"seq_epochs_()_num_924",1.0,Yes,0.73,Yes,1.0,Yes,1.0,Yes,0.55,Yes,20,50.0,Yes
906,"seq_epochs_()_num_925",0.9,Yes,0.56,Yes,1.0,Yes,0.98,Yes,0.84,Yes,20,50.0,Yes
907,"seq_epochs_()_num_926",0.12,No,0.14,No,0.8,Yes,0.99,Yes,0.99,Yes,20,50.0,No
908,"seq_epochs_()_num_927",0.28,No,0.61,Yes,0.88,Yes,0.9,Yes,0.97,Yes,20,50.0,Yes
909,"seq_epochs_()_num_928",0.06,No,0.05,No,0.16,No,0.2,No,0.97,Yes,20,50.0,No
910,"seq_epochs_()_num_929",0.99,Yes,0.34,No,0.93,Yes,1.0,Yes,1.0,Yes,20,50.0,No
911,"seq_epochs_()_num_930",0.37,No,0.03,No,0.66,Yes,0.34,No,0.97,Yes,20,50.0,No
912,"seq_epochs_()_num_931",0.98,Yes,0.98,Yes,1.0,Yes,1.0,Yes,0.96,Yes,20,50.0,Yes
913,"seq_epochs_()_num_932",0.95,Yes,0.09,No,0.72,Yes,0.99,Yes,0.98,Yes,20,50.0,No
914,"seq_epochs_()_num_933",0.99,Yes,0.57,Yes,0.99,Yes,1.0,Yes,0.97,Yes,20,50.0,Yes
915,"seq_epochs_()_num_934",0.98,Yes,0.33,No,0.13,No,0.05,No,0.73,Yes,20,50.0,No
916,"seq_epochs_()_num_935",0.99,Yes,0.32,No,0.97,Yes,1.0,Yes,0.76,Yes,20,50.0,No
917,"seq_epochs_()_num_936",0.98,Yes,0.49,No,0.39,No,1.0,Yes,0.76,Yes,20,50.0,Yes
918,"seq_epochs_()_num_938",0.99,Yes,0.55,Yes,0.99,Yes,0.98,Yes,0.95,Yes,20,50.0,Yes
919,"seq_epochs_()_num_939",0.88,Yes,0.29,No,0.95,Yes,0.76,Yes,0.92,Yes,20,50.0,No
920,"seq_epochs_()_num_940",0.99,Yes,0.51,Yes,1.0,Yes,1.0,Yes,0.93,Yes,20,50.0,No
921,"seq_epochs_()_num_941",0.15,No,0.02,No,0.25,No,0.56,Yes,0.94,Yes,20,50.0,Yes
922,"seq_epochs_()_num_942",0.6,Yes,0.47,No,0.09,No,0.84,Yes,0.99,Yes,20,50.0,No
923,"seq_epochs_()_num_943",0.98,Yes,0.25,No,1.0,Yes,0.7,Yes,0.19,No,20,50.0,No
924,"seq_epochs_()_num_944",0.96,Yes,0.48,No,0.55,Yes,0.99,Yes,0.79,Yes,20,50.0,No
925,"seq_epochs_()_num_945",0.31,No,0.04,No,0.68,Yes,0.08,No,0.9,Yes,20,50.0,No
926,"seq_epochs_()_num_946",0.99,Yes,0.57,Yes,0.98,Yes,0.98,Yes,0.92,Yes,20,50.0,Yes
927,"seq_epochs_()_num_947",0.76,Yes,0.03,No,0.38,No,0.96,Yes,0.98,Yes,20,50.0,No
928,"seq_epochs_()_num_948",0.99,Yes,0.51,Yes,0.97,Yes,1.0,Yes,0.74,Yes,20,50.0,No
929,"seq_epochs_()_num_949",0.32,No,0.66,Yes,0.45,No,0.98,Yes,0.39,No,20,50.0,No
930,"seq_epochs_()_num_950",1.0,Yes,0.73,Yes,1.0,Yes,0.98,Yes,0.98,Yes,20,50.0,Yes
931,"seq_epochs_()_num_951",0.62,Yes,0.35,No,0.85,Yes,0.19,No,0.48,No,20,50.0,Yes
932,"seq_epochs_()_num_952",0.92,Yes,0.97,Yes,0.88,Yes,0.98,Yes,0.99,Yes,20,50.0,Yes
933,"seq_epochs_()_num_953",0.36,No,0.24,No,0.47,No,0.7,Yes,0.89,Yes,20,50.0,No
934,"seq_epochs_()_num_954",0.97,Yes,0.93,Yes,1.0,Yes,1.0,Yes,0.94,Yes,20,50.0,Yes
935,"seq_epochs_()_num_955",1.0,Yes,0.51,Yes,0.98,Yes,1.0,Yes,0.94,Yes,20,50.0,Yes
936,"seq_epochs_()_num_956",0.35,No,0.72,Yes,0.93,Yes,0.91,Yes,0.3,No,20,50.0,No
937,"seq_epochs_()_num_957",1.0,Yes,0.37,No,0.99,Yes,1.0,Yes,0.67,Yes,20,50.0,No
938,"seq_epochs_()_num_958",0.14,No,0.19,No,0.21,No,0.13,No,0.88,Yes,20,50.0,No
939,"seq_epochs_()_num_959",0.03,No,0.64,Yes,0.94,Yes,0.97,Yes,0.24,No,20,50.0,No
940,"seq_epochs_()_num_960",0.99,Yes,0.36,No,1.0,Yes,1.0,Yes,0.82,Yes,20,50.0,No
941,"seq_epochs_()_num_961",0.92,Yes,0.08,No,0.77,Yes,0.19,No,0.92,Yes,20,50.0,No
942,"seq_epochs_()_num_962",1.0,Yes,0.83,Yes,1.0,Yes,0.99,Yes,0.5,No,20,50.0,No
943,"seq_epochs_()_num_963",0.93,Yes,0.26,No,0.9,Yes,1.0,Yes,0.66,Yes,20,50.0,No
944,"seq_epochs_()_num_964",0.95,Yes,0.08,No,0.42,No,1.0,Yes,0.9,Yes,20,50.0,Yes
945,"seq_epochs_()_num_965",0.19,No,0.01,No,0.41,No,0.37,No,0.94,Yes,20,50.0,No
946,"seq_epochs_()_num_966",0.43,No,0.06,No,0.9,Yes,0.99,Yes,0.97,Yes,20,50.0,Yes
947,"seq_epochs_()_num_967",0.95,Yes,0.51,Yes,1.0,Yes,0.99,Yes,0.82,Yes,20,50.0,No
948,"seq_epochs_()_num_968",0.95,Yes,0.26,No,0.14,No,0.63,Yes,0.17,No,20,50.0,Yes
949,"seq_epochs_()_num_969",0.04,No,0.01,No,0.05,No,0.14,No,0.88,Yes,20,50.0,No
950,"seq_epochs_()_num_970",0.16,No,0.02,No,0.53,Yes,0.77,Yes,0.49,No,20,50.0,No
951,"seq_epochs_()_num_971",1.0,Yes,1.0,Yes,1.0,Yes,0.99,Yes,0.9,Yes,20,50.0,Yes
952,"seq_epochs_()_num_972",0.9,Yes,0.75,Yes,0.97,Yes,0.95,Yes,0.99,Yes,20,50.0,Yes
953,"seq_epochs_()_num_973",0.99,Yes,0.28,No,0.99,Yes,0.86,Yes,0.11,No,20,50.0,No
954,"seq_epochs_()_num_974",1.0,Yes,0.96,Yes,1.0,Yes,1.0,Yes,0.96,Yes,20,50.0,No
955,"seq_epochs_()_num_975",1.0,Yes,1.0,Yes,1.0,Yes,0.99,Yes,0.96,Yes,20,50.0,Yes
956,"seq_epochs_()_num_976",0.49,Yes,0.18,No,0.11,No,0.53,Yes,0.93,Yes,20,50.0,Yes
957,"seq_epochs_()_num_977",0.49,Yes,0.46,No,0.97,Yes,0.96,Yes,0.94,Yes,20,50.0,Yes
958,"seq_epochs_()_num_978",0.08,No,0.01,No,0.03,No,0.98,Yes,0.73,Yes,20,50.0,No
959,"seq_epochs_()_num_980",1.0,Yes,0.5,Yes,1.0,Yes,1.0,Yes,0.95,Yes,20,50.0,Yes
960,"seq_epochs_()_num_981",0.05,No,0.04,No,0.07,No,0.42,No,0.97,Yes,20,50.0,No
961,"seq_epochs_()_num_982",0.16,No,0.07,No,0.08,No,0.96,Yes,0.61,Yes,20,50.0,No
962,"seq_epochs_()_num_983",0.59,Yes,0.51,Yes,0.63,Yes,0.99,Yes,1.0,Yes,20,50.0,Yes
963,"seq_epochs_()_num_984",0.99,Yes,0.5,Yes,1.0,Yes,0.98,Yes,0.91,Yes,20,50.0,Yes
964,"seq_epochs_()_num_985",0.04,No,0.19,No,0.62,Yes,0.61,Yes,0.61,Yes,20,50.0,No
965,"seq_epochs_()_num_986",0.9,Yes,0.7,Yes,0.9,Yes,0.97,Yes,0.94,Yes,20,50.0,No
966,"seq_epochs_()_num_987",1.0,Yes,0.55,Yes,1.0,Yes,0.99,Yes,0.99,Yes,20,50.0,Yes
967,"seq_epochs_()_num_989",0.99,Yes,0.47,No,0.88,Yes,0.97,Yes,0.06,No,20,50.0,Yes
968,"seq_epochs_()_num_990",1.0,Yes,0.6,Yes,1.0,Yes,0.99,Yes,0.56,Yes,20,50.0,No
969,"seq_epochs_()_num_991",0.53,Yes,0.02,No,0.28,No,0.83,Yes,0.04,No,20,50.0,No
970,"seq_epochs_()_num_992",0.42,No,0.03,No,0.11,No,0.93,Yes,0.63,Yes,20,50.0,Yes
971,"seq_epochs_()_num_993",0.98,Yes,0.57,Yes,0.99,Yes,1.0,Yes,0.6,Yes,20,50.0,No
972,"seq_epochs_()_num_994",0.95,Yes,0.18,No,0.97,Yes,0.92,Yes,0.24,No,20,50.0,No
973,"seq_epochs_()_num_995",1.0,Yes,0.93,Yes,1.0,Yes,0.88,Yes,0.89,Yes,20,50.0,No
974,"seq_epochs_()_num_996",0.19,No,0.37,No,0.97,Yes,0.99,Yes,0.81,Yes,20,50.0,No
975,"seq_epochs_()_num_997",0.07,No,0.01,No,0.12,No,0.48,No,0.98,Yes,20,50.0,No
976,"seq_epochs_()_num_998",0.37,No,0.24,No,0.57,Yes,0.93,Yes,0.35,No,20,50.0,No
977,"seq_epochs_()_num_999",1.0,Yes,0.53,Yes,1.0,Yes,1.0,Yes,0.99,Yes,20,50.0,Yes
978,"seq_epochs_()_num_1000",0.91,Yes,0.29,No,0.22,No,0.57,Yes,0.96,Yes,20,50.0,No
